,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Feature 15,Feature 16,Connection,Connection Size,Thread Standard,Thread Size,Maximum Operating Temperature,Application,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Sector,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Handle Type,Finish,Pack Quantity,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Feature 17,Feature 18,Anti Slip,Grips/Handles,Weight,Mounting Type,Feature 19,Feature 20,Feature 21,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Dimensions (L x W x D),Diameter,Attachment 6,Attachment 7,Attachment 8
503,PC16551,Delabie Tempomix timeflow basin mixer tap plus valves 15mm,Delabie,218.58,"Reducing water use by a huge 85%, the Delabie Temponix time flow mixer with scale-resistant flow straightener and maximum temperature limit combines economy and safety in one deck-mounted tap. Finished in chrome, this smart mixer offers soft-touch operation via an intuitive push button.",Commercial Plumbing/Commercial Plumbing.csv -> Delabie Tempomix timeflow basin mixer tap plus valves 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/51/NW-C16551_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_NT795V2_NT74378_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Delabie_US_Eng_79500015_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PC90607,AKW large plastic grab rail 450 x 32mm White,AKW,21.02,"Providing users with reliable stability, the AKW 1400 Series 450 x 32mm large grab rail is made of robust PVC for long-lasting durability. It has a fluted design for excellent grip and good rail to wall clearance to make gripping easier for those with reduced dexterity.",Commercial Plumbing/Commercial Plumbing.csv -> AKW large plastic grab rail 450 x 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/07/C90607_wm.jpg,,,,,,,N,01410WH,Fluted Grab Rail,N,With 5x possible fixing points,White colour,"Fluted rail for good grip, especially when hands are wet",Made using high quality uPVC,Suitable for internal use,Tested to a maximum load of 100kg/15.5 stone,Offers 59mm rail to wall clearance providing easier grasp for users with limited dexterity,,,,,,,,White,,,,,,,PVC,,,,,,,,,,,,,,,,,,Healthcare;Assisted Living;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PG73721,Pland Samoa janitorial unit with tap,Pland,1227.87,"The Pland Samoa HTM64 janitorial unit is a freestanding unit combining a wash basin and bucket sink. It is supplied with adjustable feet, hinged grid, polished bowl, monobloc swivel mixer tap and waste kit for a complete ready-to-go installation. The Samoa's rear leg inset allows for pipework and services.",Commercial Plumbing/Commercial Plumbing.csv -> Pland Samoa janitorial unit with tap,,Janitorial unit ;Adjustable feet ;Hinged grid ;Polished bowl ;Monobloc swivel mixer tap ;Waste kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/21/NW-G73721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/l_/lr/Pland_Sector_Janitorial_lr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G73721_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PB62123,Ideal Standard Markwik 21+ tap hole panel mounted time flow and spout,Ideal Standard,1068.24,"Clean and practical, the Ideal Standard Markwik 21+ thermostatic basin mixer with lever includes sequential control to draw hot and cold through with every use. While insulated technology keeps the hot side of the mixer at a safe temperature and a built-in thermal cleanse and BioGuard outlet provides every day safety, a detachable spout allows for autoclave or washer disinfector sterilisation to prevent cross contamination.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Markwik 21+ tap hole panel mounted time flow and spout,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/23/NW-B62123_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwik_21+_A6684AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik21_Mixer_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PB98101,Ideal Standard Sanura HygenIQ hygenic urinal 400mm White,Ideal Standard,152.6,"The Ideal Standard Sanura Hygeniq wall-mounted rimless urinal bowl has an unusual fin design, reducing splashing by 90% for cleaner, more hygienic use.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Sanura HygenIQ hygenic urinal 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/02/NW-B98101_B98102_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AS_Sanura_Hygeniq_1546_1_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PB47530,Cistermiser Sensazone single-sensor water control valve complete kit - 22mm,Cistermiser,232.82,"Suitable for the control of water supply in a washroom, the Cistermiser Sensazone single-sensor water control valve complete kit is part of the Sensazone system. This system is designed to oversee the control of water, lights and fans in commercial washrooms. Fitted with motion sensors, Sensazone prevents water and electricity waste and eliminates the risk of flooding by responding only when a room is occupied. Sensazone controls up to three 2W 2/2 bi-stable (latching) solenoid valves per sensor.",Commercial Plumbing/Commercial Plumbing.csv -> Cistermiser Sensazone single-sensor water control valve complete kit - 22mm,,Shut-off controller;Motion-detection occupancy sensor;Solenoid valve;Mains power adapter,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/30/NW-B47529_B47530_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Cistermiser_Sensazone_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Cistermiser_Sensazone_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PJ23599,Ideal Standard Contour 21+ doc M standard right handed rails White,Ideal Standard,1355.58,"Doc M Standard low level right hand corner pack, WC with spacer box low level cistern, grab rails, hinged support rail with toilet roll holder, seat no cover with retaining buffers. Doc M pack, specifically designed to latest recommendations which call for the tap to be positioned more conveniently on the side of the basin closest to the seated user. These packs have a left hand or right hand single taphole basin specific to that need. Taps have copper tails as these are preferred in many applications. TMV3 approved basin mixer to help prevent scalding with integral thermostat to reduce legionella risk.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21+ doc M standard right handed rails White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/rh/S0690_RH_wm.jpg,,,,,,Contour 21,N,S0690AC,Standard Right Handed Rails,N,Delivered in one box,Option for Blue rails and seat,LABC approved,BS8300 compliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PB97338,Ideal Standard Portman 21 1 left hand tap hole basin without overflow and chain 400mm,Ideal Standard,90.32,"This Ideal Standard Portman 21 400mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin includes a single left hand tap hole and is designed for wall-mounted installation.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Portman 21 1 left hand tap hole basin without overflow and chain 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/38/NW-B97338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97338_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PB98103,Ideal Standard Contour HygenIQ hygenic urinal 400mm White,Ideal Standard,464.02,"Classically designed and easy to clean, the Ideal Standard Contour Hygeniq rimless urinal bowl provides easy installation, especially as a replacement to existing Contour designs. Ensuring reduced water waste compared to toilets, these urinals aren't just space-saving in a public toilet, they're eco-efficient too.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour HygenIQ hygenic urinal 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/03/NW-B98103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AS_Contour_HygenIQ_1543_1_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_AShanks_Contour21_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_HygenIQ_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PC85160,Pegler Yorkshire PEG402UA TMV3/2 15mm mix valve,Pegler,185.46,"Made of brass with a chrome-plated finish, this Pegler Yorkshire PEG402UA Anti-Scald thermostatic mixing valve has 15mm copper x copper end connections and blue and red levers. Eliminating the risk of scalding, this three-port valve can be used in domestic installation as well as in health and social care, schools and commercial applications.",Commercial Plumbing/Commercial Plumbing.csv -> Pegler Yorkshire PEG402UA TMV3/2 15mm mix valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/62/NW-C85160_C85162_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_TMV_T_Type_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PY_TMV3_TMV2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PY_Anti_Scald_TMV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_TMV3_TX_NSF_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_TMV2_TX_NSF_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PB00022,Twyford Sola Spectrum Washbasin fitting kit,Twyford,44.05,"The Twyford Total Install® system enables bathrooms to be fitted through an array of ingenious factory-fitted professional fittings. A quick and easy high-quality finish, can be achieved using fewer tools. The bracket for the washbasin can be adjusted for easy post-installation tiling without removal. What’s Included: •1 x Outlet Boss •1 x Hanger Bracket •1 x Waste Grate •1 x Seal •2 x Hook Bolts •2 x M8 Bolts •6 x M8 Nuts •4 x 21mm Washers •2 x 25mm Washers •2 x 32mm Washers •2 x Studs •2 x M8-M6 Adaptors •8 x Expanding Fittings",Commercial Plumbing/Commercial Plumbing.csv -> Twyford Sola Spectrum Washbasin fitting kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/B00022_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_Healthcare_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PJ23602,Ideal Standard Contour 21+ doc M standard right handed rails Blue,Ideal Standard,1355.58,"Doc M Standard low level right hand corner pack, WC with spacer box low level cistern, grab rails, hinged support rail with toilet roll holder, seat no cover with retaining buffers. Doc M pack, specifically designed to latest recommendations which call for the tap to be positioned more conveniently on the side of the basin closest to the seated user. These packs have a left hand or right hand single taphole basin specific to that need. Taps have copper tails as these are preferred in many applications. TMV3 approved basin mixer to help prevent scalding with integral thermostat to reduce legionella risk.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21+ doc M standard right handed rails Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/rh/S0690_RH_wm.jpg,,,,,,Contour 21,N,S0690LI,Standard Right Handed Rails,N,Delivered in one box,Option for Blue rails and seat,LABC approved,BS8300 compliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PJ92384,Armitage Shanks Armitage dee sink 160 x 60 Polished Stainless Steel,Armitage Shanks,1852.59,"Wall-mounted, this Armitage Shanks Dee 160 x 60mm polished stainless steel commercial plain top sink includes a hopper and earthing terminal. Offering ease of installation, this sink can be left or right-handed and simply screws to the wall for reliably robust fitting.",Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Armitage dee sink 160 x 60 Polished Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/84/J92384_wm.jpg,,,,,,Armitage,N,S3335MY,Commercial Sink,N,Disposal unit assembly,For left or right-handed fitting,Screw to wall installation,Stainless steel construction,Rectangular shape,Without tap holes,,,,,,,,,Stainless Steel,50mm,No,Stainlesss Steel,Rectangular,Wall mounted,530 x 380,Stainlesss Steel,0,(Diameter) 325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PE70127,Ideal Standard Contour 21 hinged support arm 800mm Grey,Ideal Standard,247.17,The Ideal Standard Contour 21 hinged bathroom support arm is made from tough aluminium with a grey gloss finish to provide extra confidence and support for those with disabilities and mobility issues.,Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21 hinged support arm 800mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/39/NW-E70125_E70139_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S6360_Hinged_Supp_Arm_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PB96684,Saniflo Sanicubic 2 Classic heavy duty macerator for WC and appliances Grey,Saniflo,1642.64,"Removing waste from toilets and a range of appliances, the reliable Saniflo Sanicubic 2 Classic macerator pump with vortex pump and two motors is suitable for large homes or commercial use. This robust pump includes an easy to remove motor for straightforward, stressless maintenance and a secondary motor that kicks in when loads are high or if the primary motor fails, so you're never left without a waste water solution.",Commercial Plumbing/Commercial Plumbing.csv -> Saniflo Sanicubic 2 Classic heavy duty macerator for WC and appliances Grey,,Sanicubic 2 Classic macerator pump;Lifting station with 2 motors;2 Integrated non-return valves;Alarm box;Control box;GTB connectors: dry contact for alarm,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/84/NW-B96684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Sani_Cubic_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Saniflo_Sanicubic_2_Product_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PJ23537,Ideal Standard Contour 21 Splash back to wall/wall hung seat White,Ideal Standard,78.72,"Manufactured in heavy duty polypropylene, this Ideal Standard Contour 21 Splash toilet seat ring is designed to withstand the challenges of a school bathroom. Suitable for 355mm back-to-wall WCs, this white seat offers easy cleaning for improved hygiene.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21 Splash back to wall/wall hung seat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/37/NW-J23537_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour21SplshS454501_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PB00019,Twyford Sola basin pack centres 280mm,Twyford,38.96,This Twyford Sola total install bracket kit is for the installation of Sola 500 and 600 basins.,Commercial Plumbing/Commercial Plumbing.csv -> Twyford Sola basin pack centres 280mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/19/NW-B00019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Sola_600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Twyford_Commercial_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
