,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Fuel Type,Range,Hazardous,Seasonal Space Heating Energy Efficiency %,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Attachment 6,Boiler Bundles,Flow Rate,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Feature 15,Feature 16,Feature 17,Feature 18,Max Vertical Level Flue Length (metres),Boiler Section,Boiler Range,Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Max High Level Flue Length (metres),Preset Pressure Relief Valve (Bar),Dry Weight (kg),Feature 19,Feature 20,Attachment 7,Attachment 8
222,P334467,Vaillant ecoTEC Plus 615 system boiler pack with flue,Vaillant,1130.0,"With no need for a loft tank, the Vaillant ecoTEC Plus 615 high efficiency system boiler, supplied with a choice of flue, provides reliable and balanced hot water throughout the home without the risk of frost damage and overhead leaks. A compact, space-saving 15kW unit, the ErP A-rated ecoTEC Plus is simple to install and offers complete compatibility with a wide range of renewable energy sources and controls, making it easy to go green.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Vaillant ecoTEC Plus 615 system boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1_/pk/334466_71 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoTEC_plus_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoTEC_plus_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_System_ecoTEC_plus_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,P333823,Worcester Bosch Greenstar Utility 32/50 2022+ heat only boiler,Worcester Bosch,2554.0,"Ideal for large homes and light commercial premises, the Worcester Bosch Greenstar Danesmoor Utility 32/50 2022+ heat only boiler has a compact footprint yet provides an impressive heat output. ErP A-rated, this smartly designed and efficient boiler includes a concealed control panel for a neater look wherever it's installed.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar Utility 32/50 2022+ heat only boiler,,Boiler;Greenstar Utility installation;Commissioning ;servicing instruction manual;User instructions;Fascia information card;Guarantee registration card;ErP label,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/69/115368_115369_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Logic_Max_Heat_Specsheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,P333064,Glow-worm Compact 28C-AS/1H-GB combi boiler with vertical flue 28kW,Glow-worm,689.0,"With a smaller overall size and lighter weight than most, the Glow-worm Compact 28C-AS/1H-GB combi boiler pack with vertical flue makes the engineer's life easy while saving the user on costs and inconvenience via fast, stress-free installation. Robust and reliable, this wall-mounted 28kW combi incorporates a modern stainless steel heat exchanger for durability and ErP A-rated efficiency.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Glow-worm Compact 28C-AS/1H-GB combi boiler with vertical flue 28kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/pk/333063_64 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Compact_24c_28c_O_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Compact_24c_28c_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,P333569,Glow-worm Energy 35C enregy 35c blr v/flue filter pack,Glow-worm,1183.0,"Attractively designed to suit a modern interior, the Glow-worm Energy 35C combi boiler pack is compact enough to fit into the average kitchen cupboard. A convenient choice for any household, this 35kW wall-mounted combi boiler has a simple interface for ease of use and compatibility with a number of external controls. Using a robust aluminium heat exchanger, the Energy is highly efficient, earning it an ErP A rating, meaning that it has the potential to reduce waste and even energy bills. Supplied with a vertical flue and a filter, this boiler has a rear flue option, making installation easier, with handy siting flexibility.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Glow-worm Energy 35C enregy 35c blr v/flue filter pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9_/pk/333567_69 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Glow_worm_Energy_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow_worm_Energy7_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Operating_Instrcts.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
226,P333556,Alpha Etec Plus 38NX combi boiler and horizontal flue,Alpha,1101.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha Etec Plus 38NX combi boiler and horizontal flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/56/333556_wm.jpg,,,,,,,,,N,,333556 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,P134104,Heatrae Sadia Amptec C1100 electric boiler 11kw,Heatrae Sadia,1257.94,"Amptec electric flow boilers such as this 11kW output C1100 model are ideally suited to use in conservatories, mobile homes, extensions, conversions, lofts, garages or anywhere that space is limited. Providing hot water to a wet central heating system in pressurised or open-vented systems this boiler functions efficiently alongside standard radiators, circulating pumps, room thermostats and thermostatic valves. With no flue required, the Amptec doesn't lose heat through the chimney, meaning that it's compact and unobtrusive, operating silently wherever it's installed while matching the rating of existing domestic electrical power supplies.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Heatrae Sadia Amptec C1100 electric boiler 11kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/04/134100_134104_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Heatrae_Sadia_Amptec_Installation_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Heatrae_Sadia_Amptec_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Heatrae_Sadia_Amptec_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/_1/Heatrae_Sadia_Amptec_Brochure_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae_Sadia_Amptec_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Heatrae_Sadia_Amptec_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
228,P333977,Worcester Bosch Greenstar 8000 Style LPG combi boiler 40kW White,Worcester Bosch,1813.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 8000 Style LPG combi boiler 40kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/26/114626_wm.jpg,,,,,,,,Greenstar 8000 Style,N,,333977 PK,Condensing Combi Boiler Pack,N,,,,,,,,,,,,,,,,,,8 years,,,,,365,,,,,,,,,,,,,,,,,,
229,P334209,Vokera Vision Plus 35C boiler pack with flue,Vokera,929.0,"Easy to install, the Vokera Vision Plus 35C combi boiler pack with flue offers siting flexibility through its smart compact design. Compatible with weather compensation sensors or with an OpenTherm control, such as BeSMART, this 35kW boiler already has an ErP A rating with the potential to improve efficiency for minimal environmental impact as well as even better comfort. User-friendly, the Vision Plus is designed with a backlit LCD display for intuitive operation while a three-mode, 7-day digital clock provides easy programming. Where an alternative control is installed, this internal clock is easily disabled.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Vokera Vision Plus 35C boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1_/pk/334209_11 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vokera_Vision_C_Combi_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vokera_Vision_Plus_Combi_Boiler_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Vokera_Vision_Plus_C_EU_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vokera_Vision_Plus_CBoiler_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,P333493,Baxi 624 1 system boiler 2 natural gas or LPG,Baxi,1076.0,"A compact design suitable for fitting into a standard cupboard, the Baxi 624 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 24kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Baxi 624 1 system boiler 2 natural gas or LPG,,"Boiler, pre-fitted flue adapter, literature pack, hanging bracket, isolation valves, copper tails, prv pipe assembly, condensate adapter",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/60/109160_wm.jpg,,,,,,,Natural Gas / LPG,624,N,,333493 PK,System Boiler,N,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,7 year parts and labour warranty,,,,,,,,,,,,N/A,7 Years Parts & Labour,2.85 kg,A,A,24 kW,285,94,Wall mounting bracket,,,,,,,,,,,,,,,,
231,P333116,Alpha E-Tec NX system boiler and flue 20kW pack,Alpha,801.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha E-Tec NX system boiler and flue 20kW pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,,,,,,,,,N,,333116 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,P333970,Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB LPG LPG combi boiler pack 50kW Black,Worcester Bosch,2478.0,"Designed for contemporary homes, the Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB LPG system boiler pack, finished in sleek black, supplies reliable and efficient heating and hot water with minimal effort. Operated via an intuitive full colour touchscreen display, this 50kW boiler provides its user with an easy to understand text display and simplified menu, making commissioning easy and fault finding effortless with no need to refer back to a manual or remember every fault code.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB LPG LPG combi boiler pack 50kW Black,,Wall mounted gas condensing boiler;Mounting bracket;Mounting plate with keyless filling link pre-installed;PRV discharge pipe (including securing clips);Guarantee card;Set of printed documents for product documentation;Fixing materials (screws with acces,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/70/NW-333970_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_8000_Style_Install_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ct/WB_Greenstar_8000_Style_User_Instrct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_8000_Style_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/WB_GR8700iW_50_CB_NG_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar8000_Style_Consumer_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
233,P333125,Alpha E-TEC PLUS 38 combi boiler 38kW,Alpha,970.0,"Easy to install, the wall-mounted Alpha E-tec Plus 38 combi boiler pack is compact in size and incorporates useful features, such as dry-change NTCs, to make servicing and maintenance simple. Operating with a stainless steel heat exchanger and Grundfos pump and hydroblock assembly, this 38kW combi is reliably efficient, earning it a ErP A rating.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha E-TEC PLUS 38 combi boiler 38kW,,"Boiler;Connection kit (union bends, washers ;valves);Mounting bracket plus screws ;wall plugs;Condensate discharge pipe;Literature pack;Wall template",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/25/NW-333125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Alpha_E_TEC_PLUS_28_33_38_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,P333250,Alpha Etec NX 33kW LPG combi boiler and flue,Alpha,713.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha Etec NX 33kW LPG combi boiler and flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/50/333250_wm.jpg,,,,,,,,,N,,333250 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,P333123,Vaillant Ecotec Plus 2 615 horizontal flue pack,Vaillant,1185.0,Make new installation and retrofit jobs easier with this complete boiler pack featuring the Vaillant ecoTEC Plus 2 615 boiler and a compatible horizontal flue.,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Vaillant Ecotec Plus 2 615 horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/23/333123_wm.jpg,,,,,,,,Ecotec Plus 2,N,,333123 PK,,N,All-in-one pack,For ease of specification,With flue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,P333956,Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB NG combi boiler pack 50kW Black,Worcester Bosch,2380.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB NG combi boiler combines fast, easy installation, servicing and commissioning with intuitive controls and quiet operation all wrapped up in a sleek, contemporary package designed for the most modern home. The Worcester Bosch design team harnessed years of installer and customer feedback in designing the 8000 Style, resulting in a host of clever features including a full colour touchscreen display for hassle-free control and at-a-glance fault diagnostics. Compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, this 50kW combi has an ErP A rating for lower fuel bills and low emissions.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB NG combi boiler pack 50kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,,,,,,,Natural Gas,Greenstar 8000 Style,N,,333956 PK,Condensing Combi Boiler,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,8 year guarantee,,,,,,,333956,18 L/min @ 40°C,8 years,49kg,A,A,,365,94,Wall Hung,,,,,,,,,,,,,,,,
