,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 4,Attachment 5,Range,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Feature 13,Attachment 6,Attachment 7,Attachment 8,Pack Quantity,Feature 14,Pressure,Eco Setting,Voltage (V),Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry Points,Cable Entry,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Water Entry,Water Heating Energy Efficiency
149,PD64536,Intatec Trade-Tec thermostatic bath/shower mixer and slide rail kit,Intatec,219.7,"Designed and engineered with professional installers in mind, the Intatec Trade-Tec bath/shower mixer is a fast, easy fit-and-forget installation that ensures customer satisfaction through the ideal blend of reliability and style. Incorporating Intatec's own proven anti-scald thermostatic fail safe technology, this bath/shower mixer is ideal for family homes, providing peace of mind alongside comfort and compliancy.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Intatec Trade-Tec thermostatic bath/shower mixer and slide rail kit,,Shower mixer;Body;2x Union nut;2x Check valve;2x Filter sealing washer;Left deck mounting leg;Right deck mounting leg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/36/NW-D64536_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Intatec_Trade-Tec_BathShower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Intatec_Trade-Tec_TR30024CP_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PD53174,Aqualisa Mian dual outlet concealed mixer valve body,Aqualisa,181.93,"Made of brass with a brushed finish, this Aqualisa Mian concealed mixer valve body offers dual outlet operation.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Mian dual outlet concealed mixer valve body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_0/02/SDCV.002_wm.jpg,,,,Brass,6.5 to 35.68 l/minUp to 25lpm @ 3 Bar,5,0.2,5 Years,N,119,Brass; plastic,Dual,0,SDCV.002,Valve Body,N,Dual outlet,Suitable for Aqualisa Mian range mixers,,,,,,,,,,,,,Mian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PD63831,Ideal Standard Concept Easybox built in thermostatic bath shower mixer with round face plate,Ideal Standard,350.47,"Fast and simple to install, the Ideal Standard Concept Easybox round thermostatic bath/shower mixer has a slim, attractive profile perfect for contemporary bathroom designs and a range of useful features for family-friendly operation. Double-sealed throughout, the Easybox boasts unbeatable watertightness, a must for built-in mixers.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Concept Easybox built in thermostatic bath shower mixer with round face plate,,Brass mixer;Plastic installation box;Mounting bracket;Faceplate;Handles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/31/NW-D63831_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PD63545,Ideal Standard CTV theromstatic mixer built in variable with kit,Ideal Standard,463.59,"Suitable for homes and commercial use, this Ideal Standard CTV thermostatic shower pack with standard lever provides safe, reliable temperature control and contemporary styling to suit any interior. It is supplied with the IdealRain M3 shower kit for a ready-to-use install.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard CTV theromstatic mixer built in variable with kit,,CTV built-in valve with standard lever;Idealrain M3 shower kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/45/NW-D63545_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PD03607,MIRA REACT BSM DECK MOUNT,Mira,208.45,"Simple to use, the Mira React bath/shower mixer is also easy to both install and maintain. Built using precision technology, this chrome mixer shower offers thermostatic operation for safe water delivery, even when flow is uneven, making it an ideal choice for use in a family bathroom.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> MIRA REACT BSM DECK MOUNT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/07/NW-D03607_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Mira Assist EV Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira Assist EV Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_React_BSM_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira Assist & React Bath installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Assist taps installation.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/mira-assist-bsm-datasheet.pdf,,,,,,,,,,,,,,,,,,,,
154,PC37021,"Methven Kaha concealed shower mixer valve, two outlets Chrome",Methven,306.22,"With its stand-out modern-organic design, the chrome-finished Methven Kaha dual direction concealed shower is built to complement contemporary bathrooms. An ideal choice for families, the Kaha includes an inbuilt temperature hot stop facility for safer use.","Showering/Showers/Mixer Showers/Mixer Showers.csv -> Methven Kaha concealed shower mixer valve, two outlets Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/21/C37020_C37021_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Methven_KAHA_2D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Methven_CaringForShowers_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Methven_KAHA_2D_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PD53173,Aqualisa Mian single outlet concealed mixer valve body,Aqualisa,173.85,"Made of brass with a brushed finish, this Aqualisa Mian concealed mixer valve body offers single outlet operation.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Mian single outlet concealed mixer valve body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_0/01/SDCV.001_wm.jpg,,,,Brass,7.13 to 36.76 l/minUp to 25lpm @ 3 Bar,5,0.2,5 Years,N,119,Brass; plastic,Single,0,SDCV.001,Valve Body,N,Single outlet,Suitable for Aqualisa Mian range mixers,,,,,,,,,,,,,Mian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PC25035,Ideal Standard Sandringham SL 21 deck mounted two hole bath shower mixer,Ideal Standard,172.88,"Part of an extensive range of bathroom fittings, the Ideal Standard Sandringham SL 21 two hole bath shower mixer helps you to create a cohesive, classic bathroom design without compromising on performance. Built in tough brass with a chrome-plated finish, the Sandringham offers dual control operation and a high flow rate for luxury showering.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Sandringham SL 21 deck mounted two hole bath shower mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/35/NW-C25035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PD98209,Rada VZ1 shower bar valve (1),Rada,137.1,"A user-friendly choice ideal for multi-resident spaces like student accommodation, the Rada VZ1 bar shower valve is durably built and incorporates a range of safety features including thermostatic operation. Offering separate controls for temperature and flow, the VZ1 supplies reliably comfortable flow and temperature even when pressures are low.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Rada VZ1 shower bar valve (1),,"Surface mounted chrome plated bar valve with seperate flow and;temperature controls, supplied with a 6 lit/min flow regulator .",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/_a/D98209_A_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/D98209_Rada VZ1 10 Bar Valve Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PD51315,Aqualisa Aspire DL exposed variable shower with head 105mm,Aqualisa,426.98,"Boasting a classic design, the Aqualisa Aspire DL exposed mixer shower combines functionality with style in a robust chrome-finished brass package that will suit most bathrooms. Offering precise control over temperature and water flow, the Aspire has a dual lever and large Harmony showerhead with four generous spray settings, including a water-saving Eco selection.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Aspire DL exposed variable shower with head 105mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/15/NW-D51315_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Aspire_DL_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Aspire_DL_ASP001EA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PD67574,Ideal Standard Ceratherm T50 shower mixer with evo shower hose 600 UK,Ideal Standard,349.53,"Supplied with a fixed riser and multifunction EVO hand spray, the Ideal Ceratherm T50 exposed thermostatic shower mixer pack makes specification easy for a new bathroom. Thanks to Cool Body technology, this shower remains cool to the touch at all times, the hot water pipes always surrounded by cold to reduce the risk of scalding while a thermostatic cartridge ensures a safe temperature. The Ceratherm T50 exposed thermostatic shower mixer pack is made from limescale-resistant polymer for longevity and ease of maintenance.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Ceratherm T50 shower mixer with evo shower hose 600 UK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/74/NW-D67574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Ceratherm_T50_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Ceratherm_T50_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT03852,Ideal Standard retail ceratherm T100 built-in Thermostatic 1 outlet shower mixer - Chrome,Ideal Standard,391.83,"Durable and attractively designed, the practical Ideal Standard Ceratherm T100 single outlet built-in thermostatic shower mixer makes installation easy with flexible fitting that allows for mounting in the most convenient position. Robustly built, this safe thermostatic shower mixer is compatible with a wide variety of Ideal Standard shower heads and handsprays, allowing you to create your perfect bathroom.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard retail ceratherm T100 built-in Thermostatic 1 outlet shower mixer - Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/52/T03852_wm.jpg,,,,Chrome,30 lpm @ 3 Bar,10,0.5 Bar,5 Years,N,10.5,PVD Coated Brass,1 Outlet,,A5813AA,Shower Mixer,N,Sealed plastic box for durability,"Thermostatic cartridge for easy, safe use",With rotating threaded inlet,Versatile bracket fits to any side and different wall types,Brass construction,PVD-coated,Chrome finish,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PD77219,Bristan Prism dual control valve and diverter,Bristan,337.67,"The modern Bristan Prism recessed concealed shower valve with diverter is built for effortless, fingertip touch use and easy cleaning. Designed to fit in any UK wall cavity, requiring a cavity space of just 35mm, and front accessible for servicing, the Prism is a great selection for small bathrooms.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Prism dual control valve and diverter,,Concealing plate;Valve body;2x handles;2x shrouds;Shroud extension screws;2x valve body fixings;2x inserts;2x flow regulators;2x filter washers;Wall outlet,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/19/NW-D77219_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Shower_Valve_Diverter_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_SHCDIV_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_SHCDIV_C_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PD10640,Bristan Regency control exposed variable mixer and kit,Bristan,346.9,"With cross head controls for a timeless look equally suited to modern and traditional bathrooms, the Bristan Regency exposed mini valve shower features TMV2 thermostatic control technology for reliable, safe use. Easy to install, the Regency is supplied with adjustable inlets for use on existing pipework centres.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Regency control exposed variable mixer and kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/40/NW-D10640_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Regency_R2_SHXAR_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Colonial_ShowerValve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PD50142,Aqualisa main round bar valve with cool touch,Aqualisa,136.97,"Manufactured in high quality brass with a smart chrome finish, the Aqualisa Main round shower valve is a conventional bar mixer supplied complete with a handset for targeted use and a slide rail for ease of positioning, whatever your height. With a cool touch valve and a temperature override button, this simple, practical shower has everything you'll need for safe family showering in addition to features included for ease of fitting and maintenance.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa main round bar valve with cool touch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/42/D50142_wm.jpg,,,,Chrome,"8 lpm @ 1 bar, 11.6 lpm @ 2 bar, 14.4 lpm @ 3 bar",5,0.15,5 Years,N,98,"Brass, metal and plastic",1,3,300BAR,Mixer Shower,N,Chrome finish,Cool touch valve for added safety,110mm 3x spray handset,Rub-clean nozzles for easy cleaning,With push-button handset holder,Temperature override button,Includes soap dish,Suits all UK water systems,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PE13342,* NAB NANO G2 THERMO MINI VALVE & KIT PK,Nabis,99.0,"Making bathroom installation easy, the Nabis Nano G2 thermostatic mini shower valve is supplied complete with a shower kit comprising a hose, a rub-clean handset, a riser rail and more so there's no need to shop around for matching equipment. Thermostatically controlled, this shower ensures safe and comfortable operation, even when water pressures fluctuate, while a single lever makes control of showering comfort simple.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> * NAB NANO G2 THERMO MINI VALVE & KIT PK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/90/NW-D01190_wm.jpg,,,,Chrome/Metallic,"6.2 L/min at 0.1 bar, 24.8 l/mi at 1 bar",5,0.1,5 Years,N,106,Brass,Single,1,E13342 PK,Thermostatic,N,Brass construction,Metallic chrome finish,"Supplied with 1.5M shower hose, soap dish, riser rail, hose retainer and handset",Single lever control of flow and temperature,Thermostatic cartridge maintains showering temperature to +/- 1°C by compensating,Automatic shut-off in event of hot or cold supply failure,"Factory set to a maximum of 41°C, adjustable by user",Single function handset with rub-clean nozzles,"Flow rate 6.2LPM at 0.1 bar, 24.8LPM at 1 bar",Chrome-plated to BS EN 249,5 year warranty,,,,Nano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
