,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Voltage (V),Warranty,Weight,Hazardous,Sound Power Level (Indoors),Output,Depth (mm),Mounting Type,Compressor Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 1,Attachment 2,Capacity Litre,Feature 8,Attachment 3,Attachment 4,Colour,Projection Depth,Style,Watts,Fuel Source,Material,Orientation,Shape,Wall to Centre Tapping,BTU h,Feature 9,Feature 10,Feature 11,Attachment 5,Diameter,Feature 12,Feature 13,Feature 14,Connection Type,Pressure,Overheat Protection,Direct / Indirect,Insulation Type,Application,Pack Quantity,Area (m2),Attachment 6,Refrigerant Suitability
281,PT21899,Panasonic PAW-A2W-AFVL Anti-freeze valve,Panasonic,109.2,"Designed to drain down a heat pump system should the temperature of a heating circuit drop to a predetermined point, this Panasonic anti-freeze valve contains a sensor that triggers drain down at 3°C.",Renewables/Renewables.csv -> Panasonic PAW-A2W-AFVL Anti-freeze valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/99/T21899_wm.jpg,,,,,N,,,,,,PAW-A2W-AFVLV,,N,Drains down heat pump,Operates when heating circuit temperature drops below 3°C degrees,Fitted with temperature sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,P143387,Joule Kodiak HUKH-G6300-L3C pre-plumbed indirect cylinder 300L,Joule,2494.39,"Supplying homeowners with a huge 300L capacity, this Joule Kodiak Tall indirect cylinder is pre-plumbed for ease and speed of installation.",Renewables/Renewables.csv -> Joule Kodiak HUKH-G6300-L3C pre-plumbed indirect cylinder 300L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/87/143387_wm.jpg,Kodiak,,8 years,102 kg,N,,,,,,HUKH-G6300-L3C,ASHP Cylinders,N,Larger capacity for high demand households,Pre-plumbed for quicker installation,2020mm height,8 year warranty,,,,,,300 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,P276269,Stelrad Compact K3 K3 radiator 500 x 1200mm,Stelrad,240.97,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 1200 x 500mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 500 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PP53108,Uponor Ecoflex Aqua pre insulated pipe single 25/140mm,Uponor,50.33,"A reliable choice, the Uponor Ecoflex Aqua pre-insulated pipe promises hygienic and energy-efficient distribution of warm tap water in buried installations. This single pipe version is intended for large flow capacity or where a single supply line is sufficient.",Renewables/Renewables.csv -> Uponor Ecoflex Aqua pre insulated pipe single 25/140mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/08/P53108_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor heating_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Ecoflex_Technical.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Plumbing_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,P276282,Stelrad Compact K3 K3 radiator 600 x 1100mm,Stelrad,247.01,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 1100 x 600mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 600 x 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT21889,Panasonic Aquarea PAW-3WYVLV-HW 3-way valve for domestic hot water tanks,Panasonic,165.75,"This Panasonic Aquarea PAW-3WYVLV-HW three-way domestic hot water valve operates with a monobloc air source heat pump, allowing the pump to use a hot water priority system.",Renewables/Renewables.csv -> Panasonic Aquarea PAW-3WYVLV-HW 3-way valve for domestic hot water tanks,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/89/T21889_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,P613560,Diversitech SpeediChannel 230-EB4 inside elbow 90 degree 105 mm,Diversitech,9.87,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-EB4 105mm inside elbow routes a lineset around an inside corner. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-EB4 inside elbow 90 degree 105 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/60/613560_wm.jpg,SpeediChannel,,,,N,,,,,,230-EB4,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PP57569,BUTELINE PB1 COIL PIPE 28X50M     BPC58G,Buteline,416.0,"Compatible with both hot and cold potable water, the Buteline BPC58G PB-1 28mm barrier pipe is supplied in a 50M long coil. Manufactured to very high standards, this scale-resistant pipe is suitable for use in central heating systems and in domestic and commercial installations.",Renewables/Renewables.csv -> BUTELINE PB1 COIL PIPE 28X50M     BPC58G,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/69/P57569_wm.jpg,,,25 year guarantee,,N,,,150,,,BPC58,PB1 Pipe,N,Flexible and tough,Lightweight and easier to install than other systems,"Corrosion resistant, no scale build-up",Virtually no water hammer,The best choice for plumbing in climates where freezing conditions are possible,25 year Guarantee,,,,,,,,,,,,,Polybutene-1. PB-1,,,,,,,,,150mm,,,,,,,,,,,,,
289,P276271,Stelrad Compact K3 K3 radiator 500 x 1600mm,Stelrad,319.86,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 1600 x 500mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 500 x 1600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,P648518,JA Solar 420W Mono Traceable LR,JA Solar,86.13,TBC,Renewables/Renewables.csv -> JA Solar 420W Mono Traceable LR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/18/648518_wm.jpg,,,,20,N,,,,,,25480,,N,JA Solar Integrated Traceable System,25 year product warranty,30 year linear power output warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,
291,P131045,Joule Kodiak Slim HUKH-G6170-S3C pre-plumbed indirect cylinder 170L,Joule,2402.01,"Offering a capacity of 170L, this Joule Kodiak Slim indirect cylinder is suitable for installation in smaller spaces or where access is limited. Pre-plumbed, this cylinder allows for fast, easy installation.",Renewables/Renewables.csv -> Joule Kodiak Slim HUKH-G6170-S3C pre-plumbed indirect cylinder 170L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/45/131045_wm.jpg,Kodiak Slim,,7 Years,89 kg,N,,,,,,HUKHG6170S3C,ASHP Cylinders,N,Slimline design for small spaces,Pre-plumbed for quicker installation,1732mm height,7 year warranty,,,,,,170 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,P143650,Vokera Riello 8kW monoblock ASHP NXHM008,Vokera,4805.89,"Highly efficient, the Vokera Riello NXHM008  8kW monobloc air source heat pump is suitable for heating, cooling and hot water supply in domestic properties. Using eco-friendly R32 refrigerant, the pump minimises its environmental impact, ensuring a low GWP and reduced CO2 emissions while ensuring powerful performance. NXHM008 is fitted with modern Blue-Fin exchange coils, hydrophilic and anti-corrosion treated for better condensation flow and a reduced risk of freezing, ensuring reliability, even in humid conditions.",Renewables/Renewables.csv -> Vokera Riello 8kW monoblock ASHP NXHM008,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/50/143650_wm.jpg,,230v,7 Years,105kg,N,N/A,8 kW,523,Free standing,Twin-Rotary,20203409,Air to Water Heat Pump,N,DC-Inverter technology,Twin-rotary compressor modulates power to perfectly match required load,Energy efficient for high COP and EER,"Suitable for low-temperature radiators, underfloor radiant elements and fan coil units",Water heating temperature up to 65 °C,"Easy, quick installation",Silent operation,,,,Wired controller included for complete control,,,,,,,,,,,,,"Control can manage up to 6x cascade units, even with different power inputs",Anti-freeze program protects entire system,HP Keymark certified performance,,,7 year warranty,,,,,,,,,,,,
293,PT21882,Panasonic Aquarea WH-MXC12J6E5 mono-bloc air source heat pump R32 12kW,Panasonic,5113.88,"Easy to install thanks to its simple plug-and-play fitting, the Panasonic Aquarea R32 12kW monobloc air source heat pump employs patented Total Capacity, or TCAP technology to maintain a reliable heating capacity even at low temperatures. This innovative features means that the pump is able to keep to its required output capacity right down to an outdoor temperature of -20°C. Supplying hot water at 60°C, the Aquarea is suitable for both new and retrofit installations, providing water for cooling and heating purposes as well as for DHW storage.",Renewables/Renewables.csv -> Panasonic Aquarea WH-MXC12J6E5 mono-bloc air source heat pump R32 12kW,,"heat pump with built in Quick release clips,T-cap technology, Pump, Back Up Heater, Expansion Vessel, Pressure Relief Valve, Y Strainer, Refrigerant type",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/82/T21882_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/c_/ds/Panasonic_T-CAP_Monobloc_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,P619528,Mitsubishi 300 litre mono pre-plumbed cylinder standard 28mm,Mitsubishi,3264.56,"An efficient unit featuring a high capacity coil heat exchanger, the pre-plumbed Mitsubishi Ecodan 300L mono standard cylinder is part of a versatile range designed to meet the needs of a wide variety of hot water applications. These adaptable MELCloud enabled cylinders offer fast heat-up times, thanks to their integral plate heat exchangers, and are suitable for integration with the brand's monobloc air source heat pumps, helping to reduce a system's carbon footprint.",Renewables/Renewables.csv -> Mitsubishi 300 litre mono pre-plumbed cylinder standard 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/28/619528_wm.jpg,,220 - 240,3 Years,82 kg,N,,,,,,607782,Cylinder,N,Plug-and-play installation,Unvented,"For efficient, rapid heating",With premium insulation,Flexible 2-zone space heating control,MELCloud enabled,3 year warranty,,,300 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,P635914,Grant Aerona³ HPIDR32PACKB Installation Pack A S plan for pre plumbed,Grant,611.91,"Designed to make installation and maintenance of a Grant air source heat pump system easier, this Grant Aerona³ Installation Pack B includes a range of peripherals and other items, including a volumiser, programmer and filter.",Renewables/Renewables.csv -> Grant Aerona³ HPIDR32PACKB Installation Pack A S plan for pre plumbed,,"Grant System Combined Volumiser/Low Loss Header, Flexi Foot Kit, Mag One filter, 18ltr Sealed System Kit, Domestic Hot Water Programmer and AC Isolator.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/14/635914_wm.jpg,Aerona,N/A,Subject to T&C'S,43,N,,,1000,N/A,,HPIDR32PACKB,ASHP Install Pack,N,With Grant System combined volumiser/low loss header,Includes flexi foot kit and Mag One filter,With 18L sealed system kit,With DHW programmer and AC isolater,Warranty is subject to terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,P619522,Mitsubishi 170 litre mono pre-plumbed cylinder slimline 22mm,Mitsubishi,2964.77,"An efficient unit featuring a high capacity coil heat exchanger, the pre-plumbed Mitsubishi Ecodan 170L mono slimline cylinder is part of a versatile range designed to meet the needs of a wide variety of hot water applications. These adaptable MELCloud enabled cylinders offer fast heat-up times, thanks to their integral plate heat exchangers, and are suitable for integration with the brand's monobloc air source heat pumps, helping to reduce a system's carbon footprint.",Renewables/Renewables.csv -> Mitsubishi 170 litre mono pre-plumbed cylinder slimline 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/22/619522_wm.jpg,,220 - 240,3 Years,63 kg,N,,,,,,607775,Cylinder,N,Plug-and-play installation,Unvented,"For efficient, rapid heating",With premium insulation,Flexible 2-zone space heating control,MELCloud enabled,3 year warranty,,,170 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,P613562,Diversitech SpeediChannel 230-EIN3 outside elbow 90 degree 70 mm,Diversitech,4.66,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-EIN3 70mm 90° outside elbow routes a lineset around a corner. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-EIN3 outside elbow 90 degree 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/62/613562_wm.jpg,SpeediChannel,,,,N,,,,,,230-EIN3,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
